iter	R2	RMSE
1724	0.8256205136	0.1244156386
1725	0.8256888321	0.1243912644
1726	0.8256962553	0.1243886157
1727	0.82572682	0.1243777093
1728	0.8257308209	0.1243762816
1729	0.8257357048	0.1243745387
1730	0.8257910723	0.1243547789
1731	0.8258328283	0.1243398748
1732	0.8258695103	0.1243267802
1733	0.825920325	0.1243086384
1734	0.8259718694	0.1242902334
1735	0.8260015467	0.1242796352
1736	0.8260154128	0.1242746831
1737	0.8260195541	0.1242732041
1738	0.8260339319	0.124268069
1739	0.82606221	0.1242579687
1740	0.8260850299	0.1242498174
1741	0.8261155938	0.1242388991
1742	0.8261280367	0.1242344538
1743	0.8261564706	0.1242242951
1744	0.8261737072	0.1242181366
1745	0.8262296067	0.1241981618
1746	0.826247798	0.1241916607
1747	0.8262554746	0.1241889172
1748	0.8262988643	0.1241734092
1749	0.8263245563	0.1241642257
1750	0.8263563522	0.1241528594
1751	0.8263890554	0.1241411677
1752	0.8264291588	0.1241268288
1753	0.8264331549	0.1241253999
1754	0.8264382261	0.1241235866
1755	0.8264909714	0.1241047246
1756	0.8265342134	0.1240892589
1757	0.8265683767	0.1240770389
1758	0.8265785805	0.1240733888
1759	0.8266351511	0.1240531506
1760	0.826639817	0.1240514812
1761	0.8266441158	0.1240499432
1762	0.8266869696	0.1240346096
1763	0.8267144156	0.1240247881
1764	0.8267322844	0.1240183933
1765	0.8267567406	0.1240096406
1766	0.8267810649	0.1240009345
1767	0.8268082753	0.1239911947
1768	0.826812532	0.1239896709
1769	0.8268475927	0.1239771198
1770	0.8268840364	0.1239640723
1771	0.8268884143	0.1239625048
1772	0.8269445382	0.1239424085
1773	0.8269693604	0.1239335194
1774	0.8270008134	0.1239222547
1775	0.8270574687	0.1239019615
1776	0.8270803177	0.1238937763
1777	0.8271027813	0.1238857287
1778	0.8271447381	0.1238706961
1779	0.8271662537	0.1238629867
1780	0.8272017635	0.1238502618
1781	0.8272056179	0.1238488805
1782	0.8272451096	0.123834727
1783	0.8272708737	0.1238254925
1784	0.8272967593	0.1238162138
1785	0.8273292051	0.1238045825
1786	0.8273507604	0.1237968548
1787	0.8273773139	0.1237873344
1788	0.8274130467	0.1237745218
1789	0.8274171882	0.1237730367
1790	0.8274503675	0.1237611383
1791	0.8274541696	0.1237597748
1792	0.8274570807	0.1237587308
1793	0.8274835354	0.123749243
1794	0.82748732	0.1237478855
1795	0.8274910908	0.1237465331
1796	0.8274952734	0.1237450329
1797	0.8275512562	0.1237249519
1798	0.8275579496	0.1237225507
1799	0.8276024343	0.1237065914
1800	0.827646502	0.1236907796
1801	0.8276744574	0.123680748
1802	0.8277238306	0.1236630288
1803	0.8277339901	0.1236593824
1804	0.8277452661	0.1236553352
1805	0.8277991141	0.1236360059
1806	0.827814864	0.1236303518
1807	0.8278451827	0.1236194667
1808	0.8278616324	0.1236135606
1809	0.8279145792	0.1235945484
1810	0.8279177251	0.1235934187
1811	0.8279219818	0.12359189
1812	0.8279555711	0.123579827
1813	0.8279964165	0.1235651565
1814	0.8280091074	0.1235605979
1815	0.8280131121	0.1235591594
1816	0.8280171933	0.1235576934
1817	0.8280442008	0.1235479915
1818	0.8280554592	0.1235439469
1819	0.8280615136	0.1235417718
1820	0.8280770602	0.1235361864
1821	0.8281053196	0.123526033
1822	0.8281229865	0.123519685
1823	0.8281301131	0.1235171242
1824	0.8281456537	0.1235115398
1825	0.8281811271	0.1234987918
1826	0.8281932427	0.1234944375
1827	0.8282191564	0.1234851238
1828	0.828268698	0.123467316
1829	0.8282767399	0.1234644251
1830	0.8283166842	0.1234500648
1831	0.8283265924	0.1234465025
1832	0.8283542179	0.1234365696
1833	0.8283619654	0.1234337838
1834	0.8283820667	0.1234265557
1835	0.8284020908	0.1234193548
1836	0.828424321	0.1234113602
1837	0.8284615601	0.1233979668
1838	0.8284659341	0.1233963936
1839	0.8284924096	0.1233868703
1840	0.8285708376	0.1233586556
1841	0.8285751925	0.1233570887
1842	0.8285914954	0.1233512228
1843	0.8286065825	0.1233457941
1844	0.8286104732	0.1233443941
1845	0.828628719	0.1233378284
1846	0.8286330273	0.123336278
1847	0.8286991807	0.1233124697
1848	0.8287239026	0.1233035713
1849	0.8287536448	0.1232928649
1850	0.8287892414	0.12328005
1851	0.8287935299	0.123278506
1852	0.8288142189	0.1232710571
1853	0.82885008	0.1232581446
1854	0.8288899126	0.1232438005
1855	0.8289229479	0.123231903
1856	0.8289488915	0.1232225587
1857	0.8289531188	0.123221036
1858	0.8289601549	0.1232185016
1859	0.8289959351	0.1232056127
1860	0.8289997672	0.1232042323
1861	0.8290316782	0.1231927359
1862	0.8290345148	0.1231917139
1863	0.8290564682	0.1231838043
1864	0.8290601687	0.1231824709
1865	0.8290789711	0.1231756961
1866	0.8290866439	0.1231729313
1867	0.8291141509	0.1231630191
1868	0.8291183806	0.1231614949
1869	0.8291398397	0.1231537614
1870	0.8291779628	0.1231400213
1871	0.829182277	0.1231384663
1872	0.8292256248	0.1231228411
1873	0.8292608058	0.1231101583
1874	0.8292643855	0.1231088677
1875	0.8292790726	0.1231035725
1876	0.8292921811	0.1230988463
1877	0.8293805763	0.1230669709
1878	0.8294168401	0.1230538918
1879	0.829454391	0.123040347
1880	0.8294577115	0.1230391492
1881	0.829470644	0.1230344839
1882	0.8294746495	0.123033039
1883	0.8294779247	0.1230318574
1884	0.829515813	0.1230181885
1885	0.8295369302	0.1230105693
1886	0.8295521366	0.1230050826
1887	0.8295928584	0.1229903881
1888	0.8296260608	0.1229784057
1889	0.8296301995	0.122976912
1890	0.8296535834	0.1229684721
1891	0.8296985651	0.1229522356
1892	0.8297029205	0.1229506633
1893	0.8297323701	0.1229400319
1894	0.8297613916	0.1229295541
1895	0.8298027298	0.122914628
1896	0.8298296101	0.1229049213
1897	0.8298384189	0.1229017402
1898	0.8298456363	0.1228991337
1899	0.8298584115	0.12289452
1900	0.8298821383	0.1228859506
1901	0.829902082	0.1228787472
1902	0.8299072174	0.1228768923
1903	0.8299300563	0.1228686425
1904	0.8299847249	0.1228488929
1905	0.8299915438	0.1228464294
1906	0.830029465	0.1228327278
1907	0.8300524982	0.1228244048
1908	0.8300566442	0.1228229066
1909	0.8300923694	0.1228099962
1910	0.8301264517	0.1227976781
1911	0.830131919	0.122795702
1912	0.8301542485	0.1227876309
1913	0.8301789129	0.1227787152
1914	0.8301823145	0.1227774855
1915	0.8301981636	0.1227717559
1916	0.8302121196	0.1227667105
1917	0.83021613	0.1227652607
1918	0.830258823	0.1227498247
1919	0.8302818601	0.1227414947
1920	0.8302922285	0.1227377454
1921	0.8303196662	0.1227278231
1922	0.8303341064	0.1227226008
1923	0.8303555906	0.1227148305
1924	0.8303996638	0.122698889
1925	0.8304461805	0.1226820614
1926	0.8304868224	0.1226673571
1927	0.8304900115	0.1226662032
1928	0.8305131554	0.1226578289
1929	0.830548315	0.1226451057
1930	0.8305968447	0.1226275421
1931	0.8306293501	0.1226157766
1932	0.8306486008	0.1226088081
1933	0.8306895241	0.1225939931
1934	0.8307164554	0.1225842426
1935	0.8307204694	0.1225827892
1936	0.8307666587	0.1225660642
1937	0.8307783727	0.1225618223
1938	0.8307843875	0.1225596441
1939	0.8307933117	0.1225564122
1940	0.8308007966	0.1225537015
1941	0.8308248857	0.1225449772
1942	0.8308284655	0.1225436806
1943	0.8308363969	0.1225408079
1944	0.8308520998	0.1225351203
1945	0.8308867743	0.1225225601
1946	0.8308905182	0.1225212038
1947	0.8309627689	0.1224950279
1948	0.8309663796	0.1224937196
1949	0.8309887337	0.1224856197
1950	0.8309920339	0.1224844238
1951	0.8310289025	0.1224710633
1952	0.8310522196	0.1224626128
1953	0.8310543055	0.1224618569
1954	0.8310576752	0.1224606355
1955	0.8310727794	0.1224551612
1956	0.8310774947	0.1224534521
1957	0.8311327921	0.1224334077
1958	0.8311570869	0.1224246002
1959	0.831174135	0.1224184194
1960	0.831199001	0.1224094037
1961	0.8312340479	0.1223966955
1962	0.8312795853	0.1223801815
1963	0.8313147489	0.122367428
1964	0.8313742433	0.122345847
1965	0.8314134277	0.1223316311
1966	0.8314171953	0.1223302641
1967	0.8314466697	0.1223195698
1968	0.8314764789	0.122308753
1969	0.8314801869	0.1223074074
1970	0.8315219426	0.1222922538
1971	0.8315264457	0.1222906195
1972	0.8315483922	0.1222826541
1973	0.8315991762	0.1222642201
1974	0.8316496962	0.1222458792
1975	0.8316764895	0.1222361509
1976	0.8317012887	0.122227146
1977	0.8317208858	0.1222200296
1978	0.8317539062	0.1222080378
1979	0.8317785018	0.1221991048
1980	0.8317977125	0.1221921271
1981	0.8318380809	0.1221774632
1982	0.8318435187	0.1221754877
1983	0.831846438	0.1221744272
1984	0.8318680721	0.1221665677
1985	0.8318842595	0.1221606866
1986	0.8319196699	0.1221478205
1987	0.8319233895	0.1221464689
1988	0.8319265623	0.122145316
1989	0.8319667457	0.1221307137
1990	0.831988908	0.1221226594
1991	0.8320288019	0.1221081597
1992	0.832060397	0.122096675
1993	0.832091355	0.1220854208
1994	0.8321259037	0.1220728601
1995	0.8321719664	0.1220561112
1996	0.8321839746	0.1220517446
1997	0.8322065323	0.1220435412
1998	0.8322514953	0.1220271883
1999	0.8322873853	0.1220141337
